,person,credit_type,year,title,imdb_link,media_type,total_episode_count,add_info,year_start,year_end
4136,Brian Doyle-Murray,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 76 episodes, 1978 - 1982) (written by - 3 episodes, 1978 - 1981)",79,"Saturday Night Live
(TV Series) (writer - 76 episodes, 1978 - 1982) (written by - 3 episodes, 1978 - 1981)


- Olivia Newton-John
(1982)
... (writer)


- Danny DeVito/Sparks
(1982)
... (writer)


- Robert Culp/The Charlie Daniels Band
(1982)
... (writer)


- Johnny Cash/Elton John
(1982)
... (writer)


- Daniel J. Travanti/John Cougar
(1982)
... (writer)





Show all 79 episodes",1978,1982
4145,Brian Doyle-Murray,self,1978-1978,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",1,"1978

Saturday Night Live
(TV Series)

Self

- Eric Idle/Kate Bush
(1978)
... Self (uncredited)",1978,1978
4294,Charles Rocket,actor,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Ronald Reagan / ...",12,"1980-1981

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Ronald Reagan / ...

- Bill Murray/Delbert McClinton
(1981)
... Saturday Night Newsline Anchor / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Weekend Update Anchor / Vince Calypso / Various


- Deborah Harry
(1981)
... Weekend Update Anchor / Ronald Reagan / Phil Lively / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Weekend Update Anchor / Ronald Reagan / Various


- Robert Hays/14 Karat Soul/Joe 'King' Carrasco & The Crowns
(1981)
... Mr. Ziegler / Weekend Update Anchor / Various





Show all 12 episodes",1980,1981
4381,Christopher Guest,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (written by - 17 episodes, 1984 - 1985) (writer - 1 episode, 1985)",18,"Saturday Night Live
(TV Series) (written by - 17 episodes, 1984 - 1985) (writer - 1 episode, 1985)


- Howard Cosell/Greg Kihn
(1985)
... (written by)


- Christopher Reeve/Santana
(1985)
... (written by)


- Mr. T and Hulk Hogan/The Commodores
(1985)
... (written by)


- SNL Film Festival
(1985)
... (writer)


- Pamela Sue Martin/Power Station
(1985)
... (written by)





Show all 18 episodes",1984,1985
4390,Christopher Guest,director,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (6 episodes),6,"1984-1985

Saturday Night Live
(TV Series) (6 episodes)


- Howard Cosell/Greg Kihn
(1985)
... (segment ""Tony Minetti's Comeback"")


- Harry Anderson/Bryan Adams
(1985)
... (segment ""Minkman's Dream"")


- Eddie Murphy/Robert Plant & The Honeydrippers
(1984)
... (segment ""Lifestyles of Relatives of the Rich & Famous"")


- Ed Asner/The Kinks
(1984)
... (segment ""Minkman Novelties"")


- Michael McKean/Chaka Khan/The Folksmen
(1984)
... (segment "": ""The Folksmen"")





Show all 6 episodes",1984,1985
4477,Christopher Guest,actor,1984-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Saturday Night News Anchor / Frank Lubar / ...",19,"1984-1985

Saturday Night Live
(TV Series)

Various / Saturday Night News Anchor / Frank Lubar / ...

- Howard Cosell/Greg Kihn
(1985)
... Saturday Night News Anchor / Various


- Christopher Reeve/Santana
(1985)
... Saturday Night News Anchor / Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Frank Lubar / Bull / Senor Cosa


- SNL Film Festival
(1985)
... Various


- Pamela Sue Martin/Power Station
(1985)
... Saturday Night News Anchor / Various





Show all 19 episodes",1984,1985
4587,Mary Gross,writer,1983-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (written by - 19 episodes),19,"1983-1984

Saturday Night Live
(TV Series) (written by - 19 episodes)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... (written by)


- Barry Bostwick/Spinal Tap
(1984)
... (written by)


- George McGovern/Madness
(1984)
... (written by)


- Michael Douglas/Deniece Williams
(1984)
... (written by)


- Billy Crystal/Al Jarreau
(1984)
... (written by)





Show all 19 episodes",1983,1984
4593,Mary Gross,self,1981-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Ariel Feeley / ...",4,"1981-1985

Saturday Night Live
(TV Series)

Self / Various / Ariel Feeley / ...

- SNL Film Festival
(1985)
... Self


- Blythe Danner/Rickie Lee Jones
(1982)
... Self / Ariel Feeley


- Robert Conrad/The Allman Brothers Band
(1982)
... Self / Various / Eleanor Roosevelt


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Brooke Shields / Various",1981,1985
4632,Mary Gross,actress,1981-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Self / Geraldine Ferraro / ...",73,"1981-1985

Saturday Night Live
(TV Series)

Various / Self / Geraldine Ferraro / ...

- Howard Cosell/Greg Kihn
(1985)
... Michelle Roth / Pilot / Ruth Westheimer


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Backup singer / Customer / Misty Cooper


- Pamela Sue Martin/Power Station
(1985)
... Mourner


- Harry Anderson/Bryan Adams
(1985)
... Various





Show all 73 episodes",1981,1985
4747,Christine Ebersole,actress,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / SNL Newsbreak Anchor / Self / ...",18,"1981-1982

Saturday Night Live
(TV Series)

Various / SNL Newsbreak Anchor / Self / ...

- Olivia Newton-John
(1982)
... SNL Newsbreak Anchor / Various / Rizzo


- Danny DeVito/Sparks
(1982)
... SNL Newsbreak Anchor / Various


- Robert Culp/The Charlie Daniels Band
(1982)
... SNL Newsbreak Anchor / Various


- Johnny Cash/Elton John
(1982)
... SNL Newsbreak Anchor / Various


- Daniel J. Travanti/John Cougar
(1982)
... SNL Newsbreak Anchor / Various / Officer Lucy Bates





Show all 18 episodes",1981,1982
4769,Christine Ebersole,self,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Lucy Rutherford / ...",2,"1981-1982

Saturday Night Live
(TV Series)

Self / Various / Lucy Rutherford / ...

- Robert Conrad/The Allman Brothers Band
(1982)
... Self / Various / Lucy Rutherford / ...


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Various",1981,1982
4794,Gail Matthius,actress,1980-1981,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Weekend Update Anchor / Nancy Reagan / ...",13,"1980-1981

Saturday Night Live
(TV Series)

Various / Weekend Update Anchor / Nancy Reagan / ...

- Jr. Walker & the All-Stars
(1981)
... Melissa / Irene Cara / Various


- Bill Murray/Delbert McClinton
(1981)
... Mary Cunningham / Various


- Charlene Tilton/Todd Rundgren/Prince
(1981)
... Weekend Update Anchor / Nancy Reagan / Heidi Joan Schoonover / ...


- Deborah Harry
(1981)
... Weekend Update Anchor / Francis Lively / Raylene / ...


- Sally Kellerman/Jimmy Cliff
(1981)
... Weekend Update Anchor / Nancy Reagan / Jennifer Holiday / ...





Show all 13 episodes",1980,1981
4828,Billy Crystal,actor,1984-2015,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Fernando Lamas / Prince / ...",19,"1984-2015

Saturday Night Live
(TV Series)

Various / Fernando Lamas / Prince / ...

- Taraji P. Henson/Mumford & Sons
(2015)
... Dr. Hankin (uncredited)


- Howard Cosell/Greg Kihn
(1985)
... Willie / Rose Cosell / Tony Minetti / ...


- Christopher Reeve/Santana
(1985)
... Various


- Mr. T and Hulk Hogan/The Commodores
(1985)
... Prince / Fernando Lamas / Self / ...


- Pamela Sue Martin/Power Station
(1985)
... Various





Show all 19 episodes",1984,2015
5033,Billy Crystal,self,1976-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Co-Host / ...",4,"1976-1985

Saturday Night Live
(TV Series)

Self / Various / Self - Co-Host / ...

- SNL Film Festival
(1985)
... Self / Various


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Self - Co-Host / Sammy Davis Jr. / Fernando Lamas


- Billy Crystal/Al Jarreau
(1984)
... Self - Host / Various


- Ron Nessen/Patti Smith Group
(1976)
... Self (as Bill Crystal)",1976,1985
5112,Billy Crystal,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (written by - 16 episodes, 1984 - 1985) (writer - 1 episode, 1985)",17,"Saturday Night Live
(TV Series) (written by - 16 episodes, 1984 - 1985) (writer - 1 episode, 1985)


- Howard Cosell/Greg Kihn
(1985)
... (written by)


- Christopher Reeve/Santana
(1985)
... (written by)


- Mr. T and Hulk Hogan/The Commodores
(1985)
... (written by)


- SNL Film Festival
(1985)
... (writer)


- Pamela Sue Martin/Power Station
(1985)
... (written by)





Show all 17 episodes",1984,1985
5395,Horatio Sanz,self,2001-2001,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Harvey",1,"2001

Saturday Night Live
(TV Series)

Self / Various / Harvey

- Christopher Walken/Weezer
(2001)
... Self / Various / Harvey",2001,2001
5404,Horatio Sanz,archive_footage,2009-2009,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

House Owner",1,"2009

Saturday Night Live
(TV Series)

House Owner

- Will Ferrell/Green Day
(2009)
... House Owner (uncredited)",2009,2009
5446,Horatio Sanz,actor,1998-2011,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Gobi / Elton John / ...",159,"1998-2011

Saturday Night Live
(TV Series)

Various / Gobi / Elton John / ...

- Jimmy Fallon/Michael Bublé
(2011)
... Self / Victor Heinz (uncredited)


- Brian Williams/Feist
(2007)
... Bill Richardson (uncredited)


- Drew Barrymore/Lily Allen
(2007)
... Elton John (uncredited)


- Kevin Spacey/Nelly Furtado
(2006)
... Various / Carol / Vasquez Gomez-Vasquez / ...


- Julia Louis-Dreyfus/Paul Simon
(2006)
... Various





Show all 159 episodes",1998,2011
5587,Joe Piscopo,archive_footage,1985-1985,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various",1,"1985

Saturday Night Live
(TV Series)

Various

- SNL Film Festival
(1985)
... Various (uncredited)",1985,1985
5602,Joe Piscopo,actor,1980-1984,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Frank Sinatra / Paulie Herman / ...",68,"1980-1984

Saturday Night Live
(TV Series)

Various / Frank Sinatra / Paulie Herman / ...

- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... Various / Frank Sinatra / Curly


- Barry Bostwick/Spinal Tap
(1984)
... Various


- George McGovern/Madness
(1984)
... Various


- Michael Douglas/Deniece Williams
(1984)
... Various / Karl Malden


- Billy Crystal/Al Jarreau
(1984)
... Various





Show all 68 episodes",1980,1984
5605,Joe Piscopo,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (written by - 19 episodes, 1983 - 1984) (writer - 19 episodes, 1982 - 1983)",38,"Saturday Night Live
(TV Series) (written by - 19 episodes, 1983 - 1984) (writer - 19 episodes, 1982 - 1983)


- Billy Crystal/Ed Koch/Edwin Newman/Father Guido Sarducci/Betty Thomas/The Cars
(1984)
... (written by)


- Barry Bostwick/Spinal Tap
(1984)
... (written by)


- George McGovern/Madness
(1984)
... (written by)


- Michael Douglas/Deniece Williams
(1984)
... (written by)


- Billy Crystal/Al Jarreau
(1984)
... (written by)





Show all 38 episodes",1982,1984
5655,Joe Piscopo,self,1981-1982,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Announcer / ...",4,"1981-1982

Saturday Night Live
(TV Series)

Self / Various / Announcer / ...

- Robert Blake/Kenny Loggins
(1982)
... Self / Announcer / Froggy / ...


- Chevy Chase/Queen
(1982)
... Self / David Letterman


- Elizabeth Ashley/Hall & Oates
(1982)
... Self / Various / Dan Rather / ...


- Bill Murray/The Spinners/Yale Whiffenpoofs
(1981)
... Self / Tom Snyder / Various",1981,1982
5715,Garrett Morris,actor,1975-1980,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Various / Self / Anwar Sadat / ...",99,"1975-1980

Saturday Night Live
(TV Series)

Various / Self / Anwar Sadat / ...

- Buck Henry/Andrew Gold/Andrae Crouch & Voices of Unity
(1980)
... Crier / Emcee / Chico Escuela / ...


- Steve Martin/Paul & Linda McCartney/3-D
(1980)
... Willis Gatson / Cow


- Bob Newhart/The Amazing Rhythm Aces/Bruce Cockburn
(1980)
... Customer


- Strother Martin/The Specials
(1980)
... Various


- Burt Reynolds/Anne Murray
(1980)
... Various





Show all 99 episodes",1975,1980
5718,Garrett Morris,writer,1975-1975,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (written by - 1 episode),1,"1975

Saturday Night Live
(TV Series) (written by - 1 episode)


- Saturday Night Live: George Carlin/Billy Preston/Janis Ian
(1975)
... (written by - as Garrett 'Bud' Morris)",1975,1975
5732,Garrett Morris,self,1976-2004,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Self - Audience member / Self - Audience Member / ...",11,"1976-2004

Saturday Night Live
(TV Series)

Self / Self - Audience member / Self - Audience Member / ...

- Jessica Simpson and Nick Lachey/G-Unit
(2004)
... Self - Audience member (uncredited)


- Jack Black/John Mayer
(2003)
... Self - Audience Member (uncredited)


- Brittany Murphy/Nelly
(2002)
... Self (uncredited)


- Buck Henry/Bette Midler
(1979)
... Self / Police Officer


- Kate Jackson/Delbert McClinton
(1979)
... Self / blind man / Moviegoer





Show all 11 episodes",1976,2004
5866,Fred Wolf,actor,1993-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Contestant / Pilot / ...",19,"1993-1996

Saturday Night Live
(TV Series)

Audience Member / Contestant / Pilot / ...

- Lisa Kudrow/Sheryl Crow
(1996)
... Contestant / Pilot / Martina Navratilova


- Tom Hanks/Tom Petty & the Heartbreakers
(1996)
... Painter (uncredited)


- Jim Carrey/Soundgarden
(1996)
... Audience member


- Teri Hatcher/Dave Matthews Band
(1996)
... Skinny Magarago


- Elle MacPherson/Sting
(1996)
... Subtitle Typist (uncredited)





Show all 19 episodes",1993,1996
5873,Fred Wolf,producer,1996-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,(TV Series) (consulting producer - 1 episode),1,"1996

Saturday Night Live
(TV Series) (consulting producer - 1 episode)


- Bill Pullman/New Edition
(1996)
... (consulting producer)",1996,1996
5879,Fred Wolf,self,1992-1996,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self / Various / Self - Writer",4,"1992-1996

Saturday Night Live
(TV Series)

Self / Various / Self - Writer

- Bill Pullman/New Edition
(1996)
... Self


- Steve Forbes/Rage Against the Machine
(1996)
... Self / Various


- Steve Martin/Eric Clapton
(1994)
... Self - Writer


- Sharon Stone/Pearl Jam
(1992)
... Self (uncredited)",1992,1996
5890,Fred Wolf,writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (writer - 95 episodes, 1991 - 1997) (additional sketches - 1 episode, 1992)",96,"Saturday Night Live
(TV Series) (writer - 95 episodes, 1991 - 1997) (additional sketches - 1 episode, 1992)


- Jeff Goldblum/En Vogue
(1997)
... (writer)


- John Goodman/Jewel
(1997)
... (writer)


- Pamela Lee/Rollins Band
(1997)
... (writer)


- Rob Lowe/Spice Girls
(1997)
... (writer)


- Mike Myers/Aerosmith
(1997)
... (writer)





Show all 96 episodes",1991,1997
5909,James Downey (I),writer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (32 episodes, 1977 - 2013) (writer - 328 episodes, 1977 - 2022) (head writer - 177 episodes, 1985 - 1995) (written by - 33 episodes, 1978 - 2016) (additional sketch - 2 episodes, 2000 - 2014) (additional sketches - 2 episodes, 1981 - 1998)",559,"Saturday Night Live
(TV Series) (32 episodes, 1977 - 2013) (writer - 328 episodes, 1977 - 2022) (head writer - 177 episodes, 1985 - 1995) (written by - 33 episodes, 1978 - 2016) (additional sketch - 2 episodes, 2000 - 2014) (additional sketches - 2 episodes, 1981 - 1998)


- Lizzo
(2022)
... (writer)


- RuPaul/Justin Bieber
(2020)
... (writer: Weekend Update)


- Larry David/The 1975
(2016)
... (written by)


- Chris Pratt/Ariana Grande
(2014)
... (additional sketch)


- Bruce Willis/Katy Perry
(2013)
... (written by)





Show all 559 episodes",1977,2022
5921,James Downey (I),producer,nan-nan,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series) (producer - 239 episodes, 1985 - 1998) (consulting producer - 20 episodes, 1996 - 1997)",239,"Saturday Night Live
(TV Series) (producer - 239 episodes, 1985 - 1998) (consulting producer - 20 episodes, 1996 - 1997)


- Samuel L. Jackson/Ben Folds Five
(1998)
... (producer: Weekend Update)


- Helen Hunt/Hanson
(1997)
... (producer: Weekend Update)


- Nathan Lane/Metallica
(1997)
... (producer: Weekend Update)


- Mayor Rudy Giuliani/Sarah McLachlan
(1997)
... (producer: Weekend Update)


- Claire Danes/Mariah Carey
(1997)
... (producer: Weekend Update)





Show all 239 episodes",1985,1998
5925,James Downey (I),actor,1977-2013,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Audience Member / Announcer / Sketch Announcer / ...",89,"1977-2013

Saturday Night Live
(TV Series)

Audience Member / Announcer / Sketch Announcer / ...

- Kristen Wiig/Vampire Weekend
(2013)
... C-Span Announcer (voice, uncredited)


- Melissa McCarthy/Phoenix
(2013)
... Sketch Announcer (voice, uncredited)


- Justin Timberlake
(2013)
... Sketch Announcer (voice, uncredited)


- Jeremy Renner/Maroon 5
(2012)
... Announcer (voice, uncredited)


- Tina Fey/Ellie Goulding
(2011)
... Translator (voice, uncredited)





Show all 89 episodes",1977,2013
5967,James Downey (I),self,1977-1992,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Self",3,"1977-1992

Saturday Night Live
(TV Series)

Self

- Sharon Stone/Pearl Jam
(1992)
... Self (uncredited)


- Delta Burke/Chris Isaak
(1991)
... Self (uncredited)


- Buck Henry/Jennifer Warnes/Kenny Vance
(1977)
... Self (uncredited)",1977,1992
5970,James Downey (I),archive_footage,1996-2003,Saturday Night Live,https://www.imdb.com/title/tt0072562/,"(TV Series)

Global Century Investor / Arthur Grayson",2,"1996-2003

Saturday Night Live
(TV Series)

Global Century Investor / Arthur Grayson

- Ashton Kutcher/50 Cent
(2003)
... Global Century Investor (uncredited)


- John Goodman/Everclear
(1996)
... Arthur Grayson (uncredited)",1996,2003
